HEADER	SPOT	GRID	TOP	LEFT	BOT	RIGHT	ROW	COL	CH1I	CH1B	CH1AB	CH2I	CH2B	CH2AB	SPIX	BGPIX	EDGE	RAT2	MRAT	REGR	CORR	LFRAT	CH1GTB1	CH2GTB1	CH1GTB2	CH2GTB2	CH1EDGEA	CH2EDGEA	FLAG	CH1KSD	CH1KSP	CH2KSD	CH2KSP
SPOT	1	1	56	71	70	85	1	1	224	91	96	432	316	334	156	1178	0	0.8722	1.188	0.6286	0.581	1.148	0.8013	0.641	0.5321	0.3397	-0.01417	0.003139	0	0.3878	8.132E-19	0.1861	1.164E-04
SPOT	2	1	56	90	70	104	1	2	881	93	97	737	308	329	156	997	0	0.5444	0.583	0.4508	0.8418	0.4848	0.8397	0.7949	0.6859	0.6026	-0.002146	0.0007136	0	0.5698	2.582E-39	0.4727	3.417E-27
SPOT	3	1	56	108	70	122	1	3	1408	93	97	548	303	327	156	963	0	0.1863	0.2219	0.1882	0.8265	0.1912	0.8269	0.7051	0.6474	0.5128	-0.008597	-0.002151	0	0.5594	9.631E-38	0.3701	9.289E-17
SPOT	4	1	56	125	70	139	1	4	2716	92	97	1299	303	319	156	958	0	0.3796	0.4248	0.3741	0.9418	0.3801	0.9231	0.7821	0.7628	0.609	-0.006177	-0.001859	0	0.6449	0.000E+00	0.5115	1.357E-31
SPOT	5	1	56	143	70	157	1	5	6685	94	101	4946	300	314	156	983	0	0.7049	0.7227	0	0	0.5242	0.9038	0.8141	0.8013	0.6859	-0.03151	0.007136	0	0.7019	0.000E+00	0.6065	2.102E-44
SPOT	6	1	56	161	70	175	1	6	1218	103	111	1185	328	346	156	963	0	0.7686	0.7885	0.7446	0.9451	0.7777	0.7628	0.7051	0.5769	0.5769	-0.009535	0.003784	0	0.5314	4.319E-34	0.4872	9.947E-29
SPOT	7	1	56	178	70	192	1	7	271	104	110	474	343	360	156	958	0	0.7844	1.798	0.5353	0.7645	0.6334	0.6538	0.6282	0.3077	0.3013	0.01253	-0.006632	1	0.2098	1.138E-05	0.2349	5.347E-07
SPOT	8	1	56	196	70	210	1	8	468	102	109	521	334	353	156	971	0	0.5109	0.5664	0.367	0.6279	0.4465	0.7564	0.7308	0.609	0.4936	-0.001011	-0.003639	0	0.4968	6.912E-30	0.384	5.050E-18
SPOT	9	1	56	213	70	227	1	9	1429	106	125	791	354	400	156	958	0	0.3303	0.382	0.3002	0.8748	0.3081	0.8269	0.7821	0.6282	0.5513	0.001839	-0.005005	0	0.4989	4.371E-30	0.4044	6.517E-20
SPOT	10	1	56	231	70	245	1	10	2899	102	121	1196	340	390	156	972	0	0.306	0.336	0.2403	0.8852	0.244	0.9038	0.8077	0.7821	0.6731	-0.01744	-0.01888	0	0.6412	0.000E+00	0.5708	2.515E-39
SPOT	11	1	56	249	70	263	1	11	1460	91	95	740	302	316	156	971	0	0.3199	0.3437	0.2923	0.8842	0.2993	0.8205	0.7564	0.6474	0.5833	-0.007321	0.006627	0	0.5404	2.739E-35	0.4643	3.712E-26
SPOT	12	1	56	266	70	280	1	12	1702	83	88	520	278	294	156	958	0	0.1495	0.1879	0.1348	0.7791	0.1366	0.8782	0.75	0.7244	0.5321	0.009705	0.002299	0	0.5917	3.903E-42	0.3989	2.203E-19
SPOT	13	1	56	284	70	298	1	13	3157	82	85	2605	263	273	156	991	0	0.7616	0.7742	0.7139	0.957	0.7364	0.8269	0.8205	0.6795	0.6474	0.0005807	0.01169	0	0.5986	2.592E-43	0.5393	3.085E-35
SPOT	14	1	56	302	70	316	1	14	1828	81	84	1298	264	273	156	971	0	0.5919	0.6203	0.5267	0.9157	0.5497	0.8654	0.8269	0.7564	0.6603	-0.002121	0.002613	0	0.6302	0.000E+00	0.5421	1.650E-35
SPOT	15	1	56	319	70	333	1	15	1807	80	85	1261	261	273	156	947	0	0.579	0.601	0.5066	0.9254	0.5247	0.8782	0.8397	0.7308	0.6795	0.01148	-0.002208	0	0.5848	4.219E-41	0.5423	2.080E-35
SPOT	16	1	56	337	70	351	1	16	1676	79	83	820	254	268	156	995	0	0.3544	0.3904	0.3232	0.8808	0.3323	0.8397	0.75	0.6154	0.5641	0.001862	0.003615	0	0.5406	1.995E-35	0.4975	4.563E-30
SPOT	17	1	56	355	70	369	1	17	4272	75	79	986	251	268	156	1000	0	0.1751	0.1945	0	0	2.14	0.891	0.8462	0.7628	0.6346	-0.002463	-0.002279	0	0.628	0.000E+00	0.5055	4.746E-31
SPOT	18	1	56	372	70	386	1	18	3006	77	85	1556	259	276	156	988	0	0.4428	0.4881	0.4017	0.9437	0.4089	0.8846	0.8205	0.7308	0.6538	0.005003	-0.003032	0	0.5796	1.270E-40	0.5334	1.816E-34
SPOT	19	1	56	390	70	404	1	19	4027	76	83	1508	254	272	156	1002	0	0.3174	0.3167	0	0	2.937	0.9679	0.8333	0.859	0.6923	-0.02161	0.001759	0	0.7238	0.000E+00	0.5944	8.800E-43
SPOT	20	1	56	408	70	422	1	20	711	74	78	730	246	261	156	990	0	0.7598	0.8658	0.6458	0.8523	0.7234	0.8141	0.7308	0.6154	0.5705	-0.01121	0.001905	0	0.5068	3.645E-31	0.4852	1.323E-28
SPOT	21	1	56	424	70	438	1	21	3865	72	77	2157	243	253	156	962	0	0.5046	0.5301	0	0	2.126	0.9103	0.8013	0.7756	0.6731	-0.001962	0.006061	0	0.6564	0.000E+00	0.5568	2.179E-37
SPOT	22	1	56	441	70	455	1	22	876	72	77	925	237	250	156	985	0	0.8557	0.8986	0.7369	0.8952	0.8052	0.7756	0.7949	0.6346	0.6346	0.0007827	0.008823	0	0.5217	5.677E-33	0.5141	4.917E-32
SPOT	23	1	56	459	70	473	1	23	3114	72	76	1580	231	246	156	988	0	0.4435	0.4892	0.4004	0.9425	0.4075	0.9295	0.8846	0.8205	0.7372	-0.005433	0.004466	0	0.7038	0.000E+00	0.5945	1.044E-42
SPOT	24	1	56	476	70	490	1	24	3009	75	78	1171	236	257	156	1195	0	0.3187	0.3407	0.2664	0.9068	0.2704	0.8846	0.8269	0.7115	0.6923	0.01955	0.0144	0	0.6343	0.000E+00	0.5509	1.321E-37
SPOT	25	1	73	70	87	84	2	1	211	90	94	379	311	328	156	1005	0	0.562	0.8977	0.5074	0.4536	1.279	0.6987	0.6026	0.5128	0.3077	0.008993	-0.01527	0	0.4346	4.519E-23	0.1856	1.478E-04
SPOT	26	1	73	88	87	102	2	2	227	92	94	489	295	310	156	729	0	1.437	1.343	1.069	0.7218	1.693	0.7628	0.7756	0.5256	0.5321	0.01367	0.004488	0	0.4584	2.043E-24	0.4068	2.542E-19
SPOT	27	1	73	106	87	120	2	3	144	89	93	353	295	310	156	689	0	1.055	1.742	0.5983	0.277	6.17	0.7564	0.5962	0.4744	0.2692	-0.005332	0.001922	0	0.3483	3.848E-14	0.1483	6.539E-03
SPOT	28	1	73	123	87	137	2	4	259	88	92	449	286	301	156	688	0	0.9532	1.106	0.7209	0.4848	2.092	0.8782	0.7885	0.8077	0.5449	0.03786	-0.007098	0	0.716	0.000E+00	0.4122	1.269E-19
SPOT	29	1	73	141	87	155	2	5	240	91	99	456	280	300	156	720	0	1.181	1.352	0.4749	0.3415	2.349	0.891	0.8269	0.7756	0.5513	0.02249	-0.01605	0	0.6745	0.000E+00	0.4465	3.882E-23
SPOT	30	1	73	159	87	173	2	6	225	95	102	394	297	313	156	689	0	0.7462	1.17	0.3668	0.5292	0.519	0.6987	0.6154	0.4359	0.2821	-0.0008519	0.0006451	0	0.3353	3.932E-13	0.1795	4.564E-04
